Timestamp,How old are you?,What industry is your employer in?,What is the functional area of your job (this might be different from your company's industry)?,Job title,"If your job title needs additional context, please clarify here:","What is your annual salary? This should be your GROSS (pre-tax) income. (You'll indicate the currency in a later question.) If you are part-time or hourly, please enter an annualized equivalent -- what you would earn if you worked the job 40 hours a week, 52 weeks a year.","How much additional monetary compensation do you get, if any (for example, bonuses or overtime in an average year)? Only include monetary compensation here, not the value of benefits, tuition reimbursement, etc. If your bonus or overtime varies from year to year, use the most recent figures.",Please indicate the currency,"If ""Other,"" please indicate the currency here: ","If your income needs additional context, please provide it here:",What country do you work in? (Countries listed had by far the largest representation last year. Please write in your country if it's not listed.),"If you're in the U.S., what state do you work in?",What city/region do you work in?,Are you remote or on-site?,Is your job unionized?,How many years of professional work experience do you have overall?,How many years of professional work experience do you have in your field?,What is your highest level of education completed?,What is your gender?,What is your race? (Choose all that apply.),,,,,,
4-9-2024 11:05:46,45-54,Government & Public Administration,Computing or Tech,Database Administrator,,83000,,EUR,,,Germany,,"Aachen, Germany",Hybrid,Yes,21-30 years,11-20 years,Master's degree,Woman,White,,,,,,
4-9-2024 11:05:46,25-34,Government & Public Administration,Operations,Lead Program Analyst,,115000,2534,USD,,,United States,District of Columbia,"Washington, DC",Hybrid,No,8-10 years,8-10 years,College degree,Man,White,,,,,,
4-9-2024 11:05:47,25-34,Law Enforcement & Security,Sales,Proposal Specialist,,50000,,USD,,,United States,Tennessee,Chattanooga,Hybrid,No,5-7 years,2-4 years,College degree,Woman,White,,,,,,
4-9-2024 11:05:51,45-54,Retail,Sales,Senior Account Executive,I work at a sales representative company in the retail industry.,100000,1000,USD,,,United States,Minnesota,Twin Cities,Hybrid,No,21-30 years,11-20 years,Some college,Woman,White,,,,,,
4-9-2024 11:05:52,25-34,Government & Public Administration,Media & Digital,Publishing Assistant,,32000,0,GBP,,,United Kingdom,,London,Hybrid,Yes,5-7 years,2-4 years,Master's degree,Woman,White,,,,,,
4-9-2024 11:05:53,35-44,Education (Primary/Secondary),Recruitment or HR,Talent Acquisition Coordinator: Recruitment Operations,,36000,250,GBP,,"I also get a very generous pension benefit on top of this (29% employer contribution, direct benefit scheme)",United Kingdom,,London,Hybrid,No,11-20 years,5-7 years,Master's degree,Woman,White,,,,,,
4-9-2024 11:05:54,18-24,Nonprofits,Administration,Administrative Coordinator ,,50000,,USD,,,United States,Missouri,St. Louis,On-site,No,1 year or less,1 year or less,College degree,Woman,White,,,,,,
4-9-2024 11:05:58,35-44,Education (Higher Education),Computing or Tech,Systems Analyst,,62000,0,USD,,,United States,Illinois,Champaign,Fully remote,No,11-20 years,11-20 years,College degree,Woman,White,,,,,,
4-9-2024 11:05:59,55-64,Health care,Sales,Sales Incentive Analyst ,,75500,7000,USD,,,United States,Illinois,Chicago metro,Fully remote,No,21-30 years,2-4 years,College degree,Woman,White,,,,,,
4-9-2024 11:06:01,35-44,Insurance,"Galleries, Libraries, Archives & Museums",Assistant Curator & Archivist,,49000,,USD,,,United States,Pennsylvania,Erie,On-site,No,11-20 years,2-4 years,Master's degree,Woman,White,,,,,,
4-9-2024 11:06:01,35-44,Education (Higher Education),Computing or Tech,Instructional Technologist,,74000,,USD,,,United States,Massachusetts,Cambridge,Hybrid,Yes,11-20 years,2-4 years,Master's degree,Woman,White,,,,,,
4-9-2024 11:06:04,35-44,Business or Consulting,Administration,Executive Assistant,,72800,,USD,,,United States,Maryland,Columbia,Fully remote,No,11-20 years,11-20 years,Master's degree,Woman,White,,,,,,
4-9-2024 11:06:07,18-24,Entertainment,Nonprofits,Development Manager,,62500,,USD,,,United States,New York,Brooklyn,On-site,No,5-7 years,5-7 years,College degree,Woman,White,,,,,,
4-9-2024 11:06:08,35-44,Education (Higher Education),Education (Higher Education),Assistant Director of Student Learning,Within a university-community engagement center,76000,,USD,,,United States,Michigan,Ann Arbor,Hybrid,No,11-20 years,5-7 years,Doctorate,Non-binary,White,,,,,,
4-9-2024 11:06:12,25-34,"Accounting, Banking & Finance",Administration,Executive Assistant,,134000,36000,USD,,,United States,New York,New York City,Hybrid,No,11-20 years,11-20 years,College degree,Woman,White,,,,,,
4-9-2024 11:06:13,35-44,Property or Construction,Administration,Compliance Admin,"Provide support to most departments as needed, including HR. Doubles as Executive Assistant.",50000,400,USD,,,United States,Florida,Fort Lauderdale,On-site,No,11-20 years,1 year or less,College degree,Woman,"Hispanic, Latino, or Spanish origin, White",,,,,,
4-9-2024 11:06:20,45-54,Nonprofits,Administration,Contracts Administrator,,60000,,USD,,,United States,Kansas,Wichita,On-site,No,21-30 years,5-7 years,College degree,Woman,White,,,,,,
4-9-2024 11:06:22,45-54,Science,Engineering,Senior Optical Engineer,,102900,,GBP,,,United Kingdom,,South East,Hybrid,No,21-30 years,21-30 years,Doctorate,Man,White,,,,,,
4-9-2024 11:06:23,25-34,Business or Consulting,Communications,Communications Manager,,36000,,EUR,,,France,,Paris,Hybrid,No,2-4 years,2-4 years,Master's degree,Woman,White,,,,,,
4-9-2024 11:06:23,25-34,Nonprofits,Renewable Energy,"VP, Events",,125000,,USD,,,United States,District of Columbia,"Washington, D.C.",Hybrid,No,8-10 years,8-10 years,College degree,Woman,White,,,,,,
4-9-2024 11:06:23,45-54,Government & Public Administration,"Galleries, Libraries, Archives & Museums",Records Program Manager,"Includes IT functions, regulatory compliance, and litigation support.",111000,1100,USD,,,United States,Washington,Seattle area,Hybrid,No,11-20 years,11-20 years,Master's degree,Woman,White,,,,,,
4-9-2024 11:06:28,35-44,Education (Primary/Secondary),Education (Primary/Secondary),Teacher,Private school,96000,,USD,,,United States,Massachusetts,Boston,On-site,No,11-20 years,8-10 years,Master's degree,Man,White,,,,,,
4-9-2024 11:06:31,45-54,Health care,Administration,Patient Access Specialist,,32500,2000,USD,,,United States,Ohio,Cleveland/Akron Metro,On-site,No,21-30 years,11-20 years,College degree,Woman,White,,,,,,
4-9-2024 11:06:33,35-44,Education (Primary/Secondary),Psychology,School psychologist,,91500,1500,USD,,,United States,Wisconsin,Milwaukee ,On-site,Yes,11-20 years,11-20 years,"Professional degree (MD, JD, etc.)",Woman,White,,,,,,
4-9-2024 11:06:34,35-44,"Marketing, Advertising & PR","Marketing, Advertising & PR",Account Executive,,75000,51000,USD,,base + commission for monthly billing,United States,Kansas,Wichita,On-site,No,11-20 years,11-20 years,Master's degree,Woman,White,,,,,,
4-9-2024 11:06:36,45-54,Computing or Tech,Sales,Regional Sales Manager,,85000,25000,USD,,Base salary plus commission,United States,Florida,N/A,Fully remote,No,21-30 years,2-4 years,Master's degree,Man,White,,,,,,
4-9-2024 11:06:36,45-54,Government & Public Administration,Engineering,Land Surveying Specialist,,78800,1200,USD,,,United States,Florida,Tampa Bay,Hybrid,No,31-40 years,31-40 years,Associate's degree,Woman,White,,,,,,
4-9-2024 11:06:41,25-34,Computing or Tech,Computing or Tech,Technical Writer,,100000,7000,USD,,,United States,New Jersey,Asbury Park,Fully remote,No,5-7 years,2-4 years,College degree,Man,White,,,,,,
4-9-2024 11:06:42,25-34,Manufacturing,Engineering,Project Manager,,102900,16000,USD,,,United States,California,Vacaville,Hybrid,No,5-7 years,5-7 years,College degree,Woman,Asian or Asian American,,,,,,
4-9-2024 11:06:43,25-34,,Manufacturing,Global OD and L&D Advisor ,Responsible for global organisational development and learning and development initiatives ,39000,0,GBP,,,United Kingdom,,"Basingstoke, Hampshire",Hybrid,No,5-7 years,5-7 years,College degree,Woman,White,,,,,,
4-9-2024 11:06:43,35-44,Aerospace & Defense,Recruitment or HR,"Senior Manager, Talent Acquisition",,158000,30000,USD,,,United States,Colorado,Colorado Springs,Fully remote,No,21-30 years,21-30 years,Master's degree,Woman,White,,,,,,
4-9-2024 11:06:45,25-34,Education (Primary/Secondary),Education (Primary/Secondary),teacher,,97000,0,CAD,,,Canada,,Alberta,On-site,Yes,11-20 years,11-20 years,College degree,Woman,White,,,,,,
4-9-2024 11:06:46,25-34,Art & Design,Art & Design,Staff Landscape Designer,Landscape Architecture Firm,70000,,USD,,,United States,Virginia,DC Metro,Hybrid,No,2-4 years,2-4 years,Master's degree,Woman,White,,,,,,
4-9-2024 11:06:47,35-44,Health care,Administration,Division Director,,189000,0,USD,,,United States,Massachusetts,"Boston, MA",Hybrid,No,11-20 years,11-20 years,College degree,Woman,White,,,,,,
4-9-2024 11:06:49,25-34,Education (Higher Education),Education (Higher Education),Program Coordinator,,43000,0,USD,,,United States,Michigan,Southwest Michigan,On-site,No,8-10 years,5-7 years,Master's degree,Woman,White,,,,,,
4-9-2024 11:06:49,55-64,Church,Finance/HR,Finance/HR Director,"I do A/R and A/P for a large church, also manage benefits and HR related issues.  There is an offsite bookkeeper that does payroll and reporting",36000,1000,USD,,I work 32 hours a week,United States,Oregon,McMinnville,On-site,No,31-40 years,2-4 years,College degree,Woman,White,,,,,,
4-9-2024 11:06:51,25-34,Business or Consulting,Communications,Senior Associate,,108000,,USD,,,United States,Maryland,Bethesda,Hybrid,No,11-20 years,11-20 years,College degree,Woman,White,,,,,,
4-9-2024 11:06:51,45-54,Government & Public Administration,Internal Audit ,Chief Internal Auditor ,,113000,0,USD,,,United States,Illinois,Springfield,Hybrid,No,11-20 years,11-20 years,College degree,Woman,White,,,,,,
4-9-2024 11:06:54,25-34,"Accounting, Banking & Finance","Accounting, Banking & Finance",Senior accountant,,105000,0,USD,,,United States,Massachusetts,"Cambridge, MA",Hybrid,No,5-7 years,5-7 years,College degree,Woman,White,,,,,,
4-9-2024 11:06:54,35-44,Insurance,Administration,Membership and Billing Representative ,,48000,0,USD,,,United States,New York,Rochester,Hybrid,No,11-20 years,5-7 years,Master's degree,Woman,White,,,,,,
4-9-2024 11:06:59,25-34,Education (Higher Education),Administration,Graduate Program Specialist (Admissions),Data entry and checking submitted application documents/transcripts for all graduate applicants,38770,500,USD,,,United States,Tennessee,Johnson City,On-site,No,11-20 years,11-20 years,College degree,Woman,White,,,,,,
4-9-2024 11:07:01,25-34,"Accounting, Banking & Finance",Computing or Tech,Application Developer,,127000,15000,USD,,,United States,Georgia,Atlanta,Fully remote,No,5-7 years,5-7 years,College degree,"Man, Non-binary",White,,,,,,
4-9-2024 11:07:05,35-44,Education (Higher Education),Science,Assistant professor,,95000,0,USD,,,United States,Texas,San Antonio,On-site,No,8-10 years,8-10 years,Doctorate,Woman,White,,,,,,
4-9-2024 11:07:06,25-34,Education (Primary/Secondary),Education (Primary/Secondary),Lead Humanities Guide,,52000,0,USD,,,United States,Illinois,St Louis,Fully remote,No,5-7 years,5-7 years,Master's degree,Man,White,,,,,,
4-9-2024 11:07:08,35-44,Government & Public Administration,Government & Public Administration,Research & Information Management Analyst,,65000,0,CAD,,,Canada,,Saskatchewan,On-site,Yes,11-20 years,11-20 years,Bachelors Degree,Woman,White,,,,,,
4-9-2024 11:07:09,35-44,Food Service,Purchasing,Buyer,,85000,0,USD,,,United States,Michigan,Detroit,On-site,No,11-20 years,2-4 years,Master's degree,Man,White,,,,,,
4-9-2024 11:07:09,35-44,Computing or Tech,Computing or Tech,Sr Software Engineer,,135000,0,USD,,,United States,Florida,Melbourne,Fully remote,No,11-20 years,8-10 years,College degree,Woman,White,,,,,,
4-9-2024 11:07:13,25-34,Computing or Tech,Business or Consulting,Director,Oversight for product engineering and consulting groups,216000,115000,USD,,,United States,New York,New York City,On-site,No,8-10 years,8-10 years,Master's degree,Woman,White,,,,,,
4-9-2024 11:07:13,25-34,Business or Consulting,Computing or Tech,"Senior Manager, Strategy",,156000,50000,USD,,,United States,Illinois,Chicago,Hybrid,No,11-20 years,11-20 years,Master's degree,Woman,White,,,,,,
4-9-2024 11:07:13,25-34,Education (Primary/Secondary),Social Work,School Social Worker,special education services,67768,,USD,,,United States,Illinois,Chicago,On-site,Yes,5-7 years,1 year or less,Master's degree,Woman,White,,,,,,
4-9-2024 11:07:14,45-54,Government & Public Administration,Education (Primary/Secondary),Development worker,I work for local government in community learning dept,33000,0,GBP,,,United Kingdom,,Bristol uk,Hybrid,No,21-30 years,8-10 years,Master's degree,Woman,White,,,,,,
4-9-2024 11:07:16,65 or over,Entertainment,Computing or Tech,Training & Technical Writing Consultant,,136000,0,USD,,,United States,New York,New York City,Hybrid,No,41 years or more,31-40 years,Some college,Woman,White,,,,,,
4-9-2024 11:07:21,35-44,Insurance,Insurance,Senior Underwriter,,139000,40000,USD,,,United States,Massachusetts,Boston,On-site,No,11-20 years,5-7 years,College degree,Man,White,,,,,,
4-9-2024 11:07:24,35-44,Manufacturing,Sales,Cost Estimator,,60000,4000,USD,,,United States,Michigan,Metro Detroit,On-site,No,8-10 years,8-10 years,College degree,Man,White,,,,,,
4-9-2024 11:07:24,35-44,Business or Consulting,Business or Consulting,Project Manager,,114000,3800,USD,,,United States,Maryland,Washington DC Region,Hybrid,No,11-20 years,11-20 years,Master's degree,Woman,White,,,,,,
4-9-2024 11:07:27,25-34,Health care,Research,Research Manager,,76800,0,USD,,,United States,District of Columbia,Washington,Hybrid,No,8-10 years,8-10 years,Master's degree,Woman,White,,,,,,
4-9-2024 11:07:29,25-34,Computing or Tech,Computing or Tech,Senior Staff Data Scientist,,191200,0,USD,,"Also get RSUs every year, worth ~15K theoretically (but the company isn't public, so they are not useable yet)",United States,Illinois,Chicago,Hybrid,No,8-10 years,8-10 years,"Professional degree (MD, JD, etc.)",Non-binary,White,,,,,,
4-9-2024 11:07:30,25-34,Business or Consulting,Computing or Tech,Senior Architect,,153000,9000,CAD,,,Canada,,Toronto,Hybrid,No,11-20 years,11-20 years,College degree,Woman,White,,,,,,
4-9-2024 11:07:34,35-44,Nonprofits,Nonprofits,Grant Coordinator,Managing an organization's corporate social responsibility program,60000,5000,CAD,,,Canada,,Ontario,Hybrid,No,5-7 years,5-7 years,Some college,Woman,White,,,,,,
4-9-2024 11:07:37,25-34,Government & Public Administration,Computing or Tech,Technical writer,,72000,0,USD,,I work as a contractor,United States,Michigan,Ingham county ,Hybrid,No,5-7 years,1 year or less,College degree,"Woman, Non-binary","Hispanic, Latino, or Spanish origin, White",,,,,,
4-9-2024 11:07:39,25-34,Health care,Administration,Program Director,Community Benefits Program Director of a hospital,100000,0,USD,,,United States,Massachusetts,Boston,Hybrid,No,8-10 years,5-7 years,Master's degree,Woman,White,,,,,,
4-9-2024 11:07:40,25-34,Education (Higher Education),"Galleries, Libraries, Archives & Museums",Librarian,,71000,,USD,,,United States,Maryland,Eastern Shore,On-site,No,5-7 years,5-7 years,Master's degree,Woman,White,,,,,,
4-9-2024 11:07:40,45-54,Government & Public Administration,Government & Public Administration,Program Research Specialist,,100600,2000,USD,,,United States,New York,"Albany, NY",Hybrid,Yes,21-30 years,11-20 years,Master's degree,Woman,White,,,,,,
4-9-2024 11:07:42,25-34,Administration,Administration,Office Clerk,,46000,0,USD,,,United States,Illinois,Chicago,On-site,No,8-10 years,1 year or less,Master's degree,Woman,White,,,,,,
4-9-2024 11:07:43,45-54,"Accounting, Banking & Finance","Accounting, Banking & Finance",bookkeeper,,89900,2000,CAD,,,Canada,,Ontario Canada,Hybrid,No,21-30 years,21-30 years,College degree,Woman,White,,,,,,
4-9-2024 11:07:45,35-44,Education (Higher Education),Recruitment or HR,Manager of Benefits & Wellness,,71400,0,USD,,,United States,Michigan,Big Rapids,On-site,No,11-20 years,11-20 years,Master's degree,Woman,White,,,,,,
4-9-2024 11:07:48,45-54,Education (Higher Education),"Galleries, Libraries, Archives & Museums",Digital Projects Librarian,,138000,1500,CAD,,,Canada,,Vancouver,Hybrid,Yes,21-30 years,11-20 years,Master's degree,Woman,White,,,,,,
4-9-2024 11:07:50,35-44,Manufacturing,Recruitment or HR,DEI Program Manager ,,106000,18000,USD,,,United States,Michigan,Detroit,Hybrid,No,11-20 years,5-7 years,Master's degree,Woman,White,,,,,,
4-9-2024 11:07:54,35-44,Education (Higher Education),"Galleries, Libraries, Archives & Museums",Acquisitions Librarian,,66950,0,USD,,,United States,Missouri,St Louis,Hybrid,No,11-20 years,11-20 years,Master's degree,Woman,White,,,,,,
4-9-2024 11:07:58,35-44,Insurance,"Accounting, Banking & Finance",Manager Finance,,118000,12000,CAD,,,Canada,,Ktichener,Hybrid,No,11-20 years,11-20 years,"Professional degree (MD, JD, etc.)",Man,White,,,,,,
4-9-2024 11:07:58,25-34,"Galleries, Libraries, Archives & Museums","Galleries, Libraries, Archives & Museums",Librarian,,49250,,USD,,,United States,Kentucky,Lexington,On-site,No,8-10 years,8-10 years,Master's degree,Woman,White,,,,,,
4-9-2024 11:07:58,25-34,"Accounting, Banking & Finance",Communications,VP Global Internal Communications,,135000,30000,USD,,,United States,New York,New York,Hybrid,No,11-20 years,11-20 years,College degree,Woman,White,,,,,,
4-9-2024 11:08:00,35-44,Software,Learning,Instructional Designer,,78500,0,USD,,,United States,New York,Rochester,Hybrid,No,21-30 years,2-4 years,Master's degree,Woman,White,,,,,,
4-9-2024 11:08:01,35-44,Nonprofits,Science,Senior Director of Patient Engagement,,94000,200,USD,,,United States,Pennsylvania,Philadelphia suburbs,Fully remote,No,11-20 years,8-10 years,Master's degree,Woman,White,,,,,,
4-9-2024 11:08:03,35-44,,Computing or Tech,Contracts and Budget Attorney,IT vendor procurement contracts,128000,10000,USD,,,United States,Ohio,Cleveland,Hybrid,No,11-20 years,8-10 years,"Professional degree (MD, JD, etc.)",Woman,White,,,,,,
4-9-2024 11:08:03,45-54,Education (Higher Education),Education (Higher Education),Lecturer ,Equivalent to US associate professor,47000,3000,GBP,,,United Kingdom,,Scotland,Hybrid,Yes,21-30 years,2-4 years,Doctorate,Woman,White,,,,,,
4-9-2024 11:08:03,45-54,Computing or Tech,Education (Corporate),Instructional Designer ,,90000,10000,USD,,,United States,New York,Western NY,Fully remote,No,31-40 years,11-20 years,Master's degree,Woman,White,,,,,,
